date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf_j1,pos,esms_dc,dc_tot,esms_cas
2020-01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-18,0.0,0.0,0.152431791221827,0.0,771.0,2972.0,816.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020-03-19,0.0,0.0,0.221826809015421,0.0,1002.0,4073.0,1180.0,327.0,438.0,2229.0,519.0,155.0,0.0,0.0,0.0,0.0,0.0
2020-03-20,0.0,0.0,0.256425464610518,0.0,1297.0,5226.0,1587.0,450.0,242.0,1256.0,317.0,83.0,0.0,0.0,0.0,0.0,0.0
2020-03-21,0.0,0.0,0.301502570185844,0.0,1453.0,5900.0,1811.0,525.0,298.0,1540.0,368.0,115.0,0.0,0.0,0.0,0.0,0.0
2020-03-22,0.0,0.0,0.345195729537367,0.0,1674.0,6954.0,2117.0,632.0,309.0,1534.0,315.0,124.0,0.0,0.0,0.0,0.0,0.0
2020-03-23,0.0,0.0,0.411229735073152,0.0,2080.0,8673.0,2567.0,860.0,448.0,2053.0,377.0,189.0,0.0,0.0,0.0,0.0,0.0
2020-03-24,0.0,0.0,0.494859628311586,0.0,2503.0,10163.0,3281.0,1100.0,571.0,2618.0,743.0,244.0,0.0,0.0,0.0,0.0,0.0
2020-03-25,0.0,0.0,0.580268880980625,0.0,2935.0,12072.0,4085.0,1388.0,607.0,3166.0,834.0,293.0,0.0,0.0,0.0,0.0,0.0
2020-03-26,0.0,0.0,0.662514827995255,0.0,3351.0,13879.0,4947.0,1696.0,612.0,3097.0,888.0,318.0,0.0,0.0,0.0,0.0,0.0
2020-03-27,0.0,0.0,0.74298141557928,0.0,3758.0,15701.0,5698.0,1995.0,608.0,3059.0,814.0,307.0,0.0,0.0,0.0,0.0,0.0
2020-03-28,0.0,0.0,0.837485172004745,0.0,4236.0,17580.0,6624.0,2314.0,695.0,3353.0,969.0,326.0,0.0,0.0,0.0,0.0,0.0
2020-03-29,0.0,0.0,0.907868722815342,0.0,4592.0,19311.0,7131.0,2606.0,543.0,2685.0,543.0,295.0,0.0,0.0,0.0,0.0,0.0
2020-03-30,0.0,0.0,0.999604586793199,0.0,5056.0,20946.0,7923.0,3024.0,694.0,3108.0,861.0,423.0,0.0,0.0,0.0,0.0,0.0
2020-03-31,0.0,0.0,1.08659549228944,0.0,5496.0,22672.0,9443.0,3523.0,767.0,4146.0,1589.0,526.0,0.0,0.0,0.0,0.0,0.0
2020-04-01,0.0,0.0,1.17437722419929,0.0,5940.0,24543.0,10934.0,4032.0,771.0,4281.0,1647.0,516.0,0.0,0.0,0.0,0.0,0.0
2020-04-02,0.0,0.0,1.24654013444049,0.0,6305.0,26131.0,12427.0,4503.0,728.0,3845.0,1577.0,524.0,0.0,0.0,0.0,0.0,0.0
2020-04-03,0.0,0.0,1.29616449189403,0.0,6556.0,27302.0,14007.0,5091.0,640.0,3627.0,1655.0,606.0,0.0,0.0,0.0,0.0,0.0
2020-04-04,0.0,0.0,1.32918149466192,0.0,6723.0,28003.0,15437.0,5532.0,502.0,2822.0,1495.0,448.0,0.0,0.0,0.0,0.0,0.0
2020-04-05,0.0,0.0,1.3560695927244,0.0,6859.0,28747.0,16182.0,5889.0,390.0,1931.0,773.0,361.0,0.0,0.0,0.0,0.0,0.0
2020-04-06,0.0,0.0,1.37366548042705,0.0,6948.0,29569.0,17249.0,6494.0,478.0,2754.0,1133.0,613.0,0.0,0.0,0.0,0.0,0.0
2020-04-07,0.0,0.0,1.38473705021748,0.0,7004.0,29871.0,19336.0,7091.0,518.0,3277.0,2161.0,607.0,0.0,0.0,0.0,0.0,0.0
2020-04-08,0.0,0.0,1.38770264926849,0.0,7019.0,30217.0,21253.0,7632.0,482.0,3139.0,2022.0,562.0,0.0,0.0,0.0,0.0,0.0
2020-04-09,0.0,0.0,1.37149070778964,0.0,6937.0,30608.0,23205.0,8044.0,369.0,2990.0,2032.0,424.0,0.0,0.0,0.0,0.0,0.0
2020-04-10,0.0,0.0,1.35923289837881,0.0,6875.0,31108.0,24931.0,8598.0,431.0,3161.0,1967.0,578.0,0.0,0.0,0.0,0.0,0.0
2020-04-11,0.0,0.0,1.33491498616054,0.0,6752.0,31159.0,26390.0,8943.0,255.0,2044.0,1527.0,353.0,0.0,0.0,0.0,0.0,0.0
2020-04-12,0.0,0.0,1.32740213523132,0.0,6714.0,31665.0,27185.0,9253.0,220.0,1688.0,825.0,315.0,0.0,0.0,0.0,0.0,0.0
2020-04-13,0.0,0.0,1.3226571767497,0.0,6690.0,31952.0,27717.0,9588.0,227.0,1257.0,551.0,343.0,0.0,0.0,0.0,0.0,0.0
2020-04-14,0.0,0.0,1.30466587584025,0.0,6599.0,32131.0,28804.0,10129.0,275.0,1965.0,1125.0,559.0,0.0,0.0,0.0,0.0,0.0
2020-04-15,0.0,0.0,1.2516805061289,0.0,6331.0,31623.0,30952.0,10643.0,284.0,2415.0,2224.0,524.0,0.0,0.0,0.0,0.0,0.0
2020-04-16,0.0,0.0,1.213720838276,0.0,6139.0,31172.0,32806.0,11053.0,270.0,2084.0,1925.0,435.0,0.0,0.0,0.0,0.0,0.0
2020-04-17,0.0,0.0,1.17081850533808,0.0,5922.0,31061.0,34414.0,11470.0,242.0,2166.0,1720.0,428.0,0.0,0.0,0.0,0.0,0.0
2020-04-18,0.0,0.0,1.13345195729537,0.0,5733.0,30515.0,35977.0,11834.0,206.0,1565.0,1605.0,368.0,0.0,0.0,0.0,0.0,0.0
2020-04-19,0.0,0.0,1.11585606959272,0.0,5644.0,30486.0,36572.0,12061.0,137.0,890.0,622.0,231.0,0.0,0.0,0.0,0.0,0.0
2020-04-20,0.0,0.0,1.10399367338869,0.0,5584.0,30462.0,37403.0,12505.0,208.0,1464.0,933.0,450.0,0.0,0.0,0.0,0.0,0.0
2020-04-21,0.0,0.0,1.05456702253855,0.0,5334.0,29984.0,39175.0,12892.0,190.0,1885.0,1875.0,404.0,0.0,0.0,0.0,0.0,0.0
2020-04-22,0.0,0.0,1.01364175563464,0.0,5127.0,29627.0,40651.0,13225.0,183.0,1619.0,1587.0,349.0,0.0,0.0,0.0,0.0,0.0
2020-04-23,0.0,0.0,0.98200869909055,0.0,4967.0,29113.0,42082.0,13536.0,178.0,1410.0,1531.0,320.0,0.0,0.0,0.0,0.0,0.0
2020-04-24,0.0,0.0,0.946026097271649,0.0,4785.0,28554.0,43486.0,13841.0,155.0,1346.0,1464.0,312.0,0.0,0.0,0.0,0.0,0.0
2020-04-25,0.0,0.0,0.917556346381969,0.0,4641.0,28119.0,44587.0,14039.0,124.0,999.0,1166.0,207.0,0.0,0.0,0.0,0.0,0.0
2020-04-26,0.0,0.0,0.909054962435745,0.0,4598.0,28114.0,44896.0,14191.0,79.0,481.0,318.0,152.0,0.0,0.0,0.0,0.0,0.0
2020-04-27,0.0,0.0,0.894820086990906,0.0,4526.0,27954.0,45506.0,14486.0,125.0,964.0,736.0,300.0,0.0,0.0,0.0,0.0,0.0
2020-04-28,0.0,0.0,0.851522340846184,0.0,4392.0,27607.0,46322.0,14676.0,153.0,1321.0,1491.0,328.0,0.0,0.0,0.0,0.0,0.0
2020-04-29,0.0,0.0,0.816132858837485,0.0,4128.0,26736.0,48221.0,15041.0,110.0,1070.0,1430.0,251.0,0.0,0.0,0.0,0.0,0.0
2020-04-30,0.0,0.0,0.780347963621985,0.0,3947.0,26192.0,49469.0,15231.0,121.0,1048.0,1327.0,207.0,0.0,0.0,0.0,0.0,0.0
2020-05-01,0.0,0.0,0.755041518386714,0.0,3819.0,25809.0,50204.0,15350.0,73.0,668.0,862.0,138.0,0.0,0.0,0.0,0.0,0.0
2020-05-02,0.0,0.0,0.745353894820087,0.0,3770.0,25751.0,50554.0,15468.0,64.0,453.0,381.0,120.0,0.0,0.0,0.0,0.0,0.0
2020-05-03,0.0,0.0,0.743772241992883,0.0,3762.0,25739.0,50776.0,15564.0,80.0,345.0,245.0,101.0,0.0,0.0,0.0,0.0,0.0
2020-05-04,0.0,0.0,0.719454329774615,0.0,3639.0,25472.0,51363.0,15807.0,84.0,689.0,619.0,245.0,0.0,0.0,0.0,0.0,0.0
2020-05-05,0.0,0.0,0.667259786476868,0.0,3375.0,24701.0,52728.0,16041.0,111.0,987.0,1435.0,244.0,0.0,0.0,0.0,0.0,0.0
2020-05-06,0.0,0.0,0.611901937524713,0.0,3095.0,23912.0,53963.0,16218.0,69.0,833.0,1298.0,181.0,0.0,0.0,0.0,0.0,0.0
2020-05-07,0.0,0.0,0.575523922499012,0.0,2911.0,23139.0,55018.0,16367.0,99.0,728.0,1291.0,159.0,0.0,0.0,0.0,0.0,0.0
2020-05-08,0.0,0.0,0.557532621589561,0.0,2820.0,22657.0,55773.0,16478.0,89.0,510.0,817.0,118.0,0.0,0.0,0.0,0.0,0.0
2020-05-09,0.0,0.0,0.54646105179913,0.0,2764.0,22547.0,56029.0,16554.0,38.0,265.0,274.0,77.0,0.0,0.0,0.0,0.0,0.0
2020-05-10,0.0,0.0,0.53934361407671,0.0,2728.0,22502.0,56208.0,16623.0,38.0,253.0,212.0,70.0,0.0,0.0,0.0,0.0,0.0
2020-05-11,0.0,0.0,0.527085804665876,0.0,2666.0,22219.0,56715.0,16801.0,82.0,523.0,560.0,184.0,0.0,0.0,0.0,0.0,0.0
2020-05-12,0.0,0.0,0.493475682087782,0.0,2496.0,21530.0,57776.0,16984.0,92.0,670.0,1118.0,194.0,0.0,0.0,0.0,0.0,0.0
2020-05-13,2.26,1.34,0.47153024911032,0.0,2385.0,21009.0,58664.0,17082.0,69.0,543.0,943.0,105.0,0.0,901.0,0.0,0.0,0.0
2020-05-14,2.31,2.85,0.446026097271649,0.0,2256.0,20401.0,59596.0,17205.0,52.0,542.0,970.0,126.0,0.0,1015.0,0.0,0.0,0.0
2020-05-15,2.26,4.41,0.427441676551997,0.0,2162.0,19801.0,60439.0,17323.0,64.0,438.0,892.0,120.0,0.0,1044.0,0.0,0.0,0.0
2020-05-16,2.21,4.85,0.413404507710558,0.0,2091.0,19372.0,61057.0,17393.0,46.0,350.0,652.0,78.0,0.0,292.0,0.0,0.0,0.0
2020-05-17,2.21,5.06,0.404705417160933,0.0,2047.0,19302.0,61204.0,17447.0,24.0,152.0,159.0,54.0,0.0,142.0,0.0,0.0,0.0
2020-05-18,2.21,6.73,0.387109529458284,0.0,1958.0,18956.0,61719.0,17570.0,38.0,375.0,548.0,123.0,0.0,1120.0,0.0,0.0,0.0
2020-05-19,2.17,8.3,0.366548042704626,0.0,1854.0,18409.0,62554.0,17695.0,69.0,506.0,882.0,140.0,0.0,1057.0,0.0,0.0,0.0
2020-05-20,2.12,8.53,0.346777382364571,0.0,1754.0,17882.0,63345.0,17793.0,43.0,432.0,823.0,102.0,0.0,1058.0,0.0,0.0,0.0
2020-05-21,2.07,7.31,0.337682878608146,0.0,1708.0,17527.0,63849.0,17851.0,28.0,271.0,530.0,58.0,0.0,194.0,0.0,0.0,0.0
2020-05-22,1.95,6.99,0.328983788058521,0.0,1664.0,17327.0,64200.0,17925.0,36.0,263.0,373.0,75.0,0.0,827.0,0.0,0.0,0.0
2020-05-23,1.92,6.95,0.321866350336101,0.0,1628.0,17122.0,64538.0,17968.0,30.0,233.0,361.0,47.0,0.0,266.0,0.0,0.0,0.0
2020-05-24,1.92,6.96,0.319889284302096,0.0,1618.0,17129.0,64608.0,18003.0,24.0,121.0,80.0,36.0,0.0,146.0,0.0,0.0,0.0
2020-05-25,1.75,6.34,0.31079478054567,0.0,1572.0,16742.0,65190.0,18093.0,45.0,342.0,609.0,93.0,0.0,709.0,0.0,0.0,0.0
2020-05-26,1.63,5.92,0.300316330565441,0.0,1519.0,16209.0,65870.0,18175.0,37.0,318.0,718.0,92.0,0.0,774.0,0.0,0.0,0.0
2020-05-27,1.54,5.43,0.290035587188612,0.0,1467.0,15627.0,66575.0,18240.0,32.0,271.0,736.0,67.0,0.0,729.0,0.0,0.0,0.0
2020-05-28,1.51,6.1,0.275800711743772,0.0,1395.0,15155.0,67182.0,18306.0,36.0,253.0,621.0,69.0,0.0,642.0,0.0,0.0,0.0
2020-05-29,1.43,5.76,0.262554369315935,0.0,1328.0,14643.0,67794.0,18367.0,29.0,255.0,656.0,63.0,0.0,597.0,0.0,0.0,0.0
2020-05-30,1.47,5.94,0.255634638196916,0.0,1293.0,14329.0,68259.0,18424.0,29.0,227.0,486.0,57.0,0.0,372.0,0.0,0.0,0.0
2020-05-31,1.47,5.98,0.254448398576512,0.0,1287.0,14271.0,68346.0,18455.0,18.0,72.0,93.0,35.0,0.0,189.0,0.0,0.0,0.0
2020-06-01,1.5,5.18,0.251087386318703,0.835496959106123,1270.0,14237.0,68431.0,18486.0,9.0,89.0,95.0,31.0,0.0,171.0,0.0,0.0,0.0
2020-06-02,1.51,5.1,0.241399762752076,0.832999733119313,1221.0,13978.0,68803.0,18570.0,33.0,229.0,402.0,85.0,0.0,723.0,0.0,0.0,0.0
2020-06-03,1.49,5.0,0.233096085409253,0.835127186554206,1179.0,13465.0,69446.0,18651.0,26.0,250.0,668.0,85.0,0.0,659.0,0.0,0.0,0.0
2020-06-04,1.5,4.97,0.224001581652827,0.840657553902214,1133.0,13054.0,69967.0,18695.0,23.0,195.0,544.0,46.0,0.0,622.0,0.0,0.0,0.0
2020-06-05,1.51,4.91,0.21055753262159,0.84825583060603,1065.0,12650.0,70494.0,18741.0,19.0,213.0,548.0,47.0,0.0,561.0,0.0,0.0,0.0
2020-06-06,1.47,4.8,0.20363780150257,0.856635266681329,1030.0,12433.0,70796.0,18772.0,15.0,143.0,309.0,35.0,0.0,296.0,0.0,0.0,0.0
2020-06-07,1.46,4.72,0.202451561882167,0.864730616500741,1024.0,12415.0,70832.0,18785.0,4.0,37.0,39.0,13.0,0.0,138.0,0.0,0.0,0.0
2020-06-08,1.41,5.3,0.196718070383551,0.871747584500094,995.0,12269.0,71052.0,18839.0,23.0,145.0,245.0,55.0,0.0,561.0,0.0,0.0,0.0
2020-06-09,1.38,5.08,0.183076314748913,0.877169036047797,926.0,11915.0,71496.0,18892.0,15.0,169.0,463.0,53.0,0.0,574.0,0.0,0.0,0.0
2020-06-10,1.36,4.94,0.1787267694741,0.880750478311101,904.0,11632.0,71822.0,18915.0,23.0,130.0,337.0,34.0,0.0,562.0,0.0,0.0,0.0
2020-06-11,1.38,4.94,0.172993277975484,0.882507627594313,875.0,11420.0,72139.0,18942.0,26.0,143.0,322.0,28.0,0.0,624.0,0.0,0.0,0.0
2020-06-12,1.42,5.02,0.168248319493871,0.882699086782434,851.0,11079.0,72562.0,18970.0,18.0,136.0,440.0,33.0,0.0,613.0,0.0,0.0,0.0
2020-06-13,1.39,4.9,0.166666666666667,0.881772402365819,843.0,10864.0,72798.0,18994.0,14.0,68.0,247.0,24.0,0.0,217.0,0.0,0.0,0.0
2020-06-14,1.39,4.89,0.166271253459866,0.880200075826072,841.0,10836.0,72849.0,19003.0,6.0,33.0,51.0,9.0,0.0,133.0,0.0,0.0,0.0
2020-06-15,1.37,4.8,0.161724001581653,0.878417802134954,818.0,10707.0,73034.0,19032.0,12.0,114.0,198.0,30.0,0.0,500.0,0.0,0.0,0.0
2020-06-16,1.38,4.8,0.156583629893238,0.876817318715077,792.0,10490.0,73325.0,19070.0,14.0,143.0,317.0,42.0,0.0,570.0,0.0,0.0,0.0
2020-06-17,1.46,5.07,0.147093712930012,0.875748726551799,744.0,10222.0,73657.0,19098.0,14.0,116.0,345.0,30.0,0.0,748.0,0.0,0.0,0.0
2020-06-18,1.44,5.0,0.143139580862001,0.875525126801981,724.0,10080.0,73877.0,19126.0,15.0,136.0,236.0,29.0,0.0,578.0,0.0,0.0,0.0
2020-06-19,1.47,5.13,0.138196915776987,0.876427390913123,699.0,9925.0,74107.0,19140.0,10.0,116.0,246.0,14.0,0.0,699.0,0.0,0.0,0.0
2020-06-20,1.51,5.33,0.13582443653618,0.878707975257646,687.0,9792.0,74302.0,19156.0,7.0,90.0,206.0,19.0,0.0,351.0,0.0,0.0,0.0
2020-06-21,1.5,5.3,0.13582443653618,0.8825852173053,687.0,9778.0,74362.0,19163.0,5.0,48.0,60.0,7.0,0.0,113.0,0.0,0.0,0.0
2020-06-22,1.52,5.45,0.133056544088573,0.888210904179574,673.0,9648.0,74602.0,19186.0,16.0,142.0,242.0,23.0,0.0,602.0,0.0,0.0,0.0
2020-06-23,1.52,5.59,0.129300118623962,0.895659245702245,654.0,9446.0,74861.0,19212.0,15.0,117.0,286.0,26.0,0.0,660.0,0.0,0.0,0.0
2020-06-24,1.46,5.48,0.124555160142349,0.904924874229114,630.0,9254.0,75117.0,19223.0,8.0,97.0,272.0,13.0,0.0,672.0,0.0,0.0,0.0
2020-06-25,1.42,5.37,0.123171213918545,0.915921646130584,623.0,9096.0,75341.0,19244.0,15.0,124.0,239.0,21.0,0.0,510.0,0.0,0.0,0.0
2020-06-26,1.34,5.2,0.119810201660735,0.928482478644977,606.0,8841.0,75639.0,19270.0,15.0,87.0,309.0,26.0,0.0,579.0,0.0,0.0,0.0
2020-06-27,1.32,5.18,0.117437722419929,0.942361096985386,594.0,8715.0,75803.0,19285.0,9.0,55.0,167.0,15.0,0.0,338.0,0.0,0.0,0.0
2020-06-28,1.35,5.33,0.117437722419929,0.957247637368853,594.0,8727.0,75833.0,19287.0,4.0,44.0,30.0,2.0,0.0,214.0,0.0,0.0,0.0
2020-06-29,1.32,5.44,0.116844602609727,0.972824109467929,591.0,8643.0,75989.0,19305.0,15.0,102.0,161.0,18.0,0.0,675.0,0.0,0.0,0.0
2020-06-30,1.29,5.54,0.113483590351918,0.988796938171165,574.0,8491.0,76264.0,19326.0,8.0,152.0,282.0,21.0,0.0,730.0,0.0,0.0,0.0
2020-07-01,1.23,5.48,0.109529458283907,1.00490624918772,554.0,8291.0,76539.0,19344.0,17.0,106.0,278.0,19.0,0.0,633.0,0.0,0.0,0.0
2020-07-02,1.19,5.6,0.107750098853302,1.02092907068604,545.0,8103.0,76792.0,19358.0,12.0,93.0,254.0,16.0,0.0,591.0,0.0,0.0,0.0
2020-07-03,1.2,5.86,0.105377619612495,1.03668068168088,533.0,7946.0,77049.0,19376.0,12.0,125.0,267.0,18.0,0.0,750.0,0.0,0.0,0.0
2020-07-04,1.19,5.88,0.102214313958086,1.05201454625312,517.0,7863.0,77160.0,19388.0,4.0,47.0,118.0,13.0,0.0,352.0,0.0,0.0,0.0
2020-07-05,1.15,5.71,0.103005140371688,1.06682099501453,521.0,7863.0,77179.0,19390.0,5.0,21.0,20.0,2.0,0.0,103.0,0.0,0.0,0.0
2020-07-06,1.14,5.72,0.103005140371688,1.08102193641726,521.0,7806.0,77308.0,19403.0,10.0,98.0,130.0,13.0,0.0,681.0,0.0,0.0,0.0
2020-07-07,1.07,5.49,0.101028074337683,1.09458843534326,511.0,7550.0,77644.0,19437.0,21.0,127.0,337.0,35.0,0.0,572.0,0.0,0.0,0.0
2020-07-08,1.07,5.6,0.0994464215104784,1.10765905440405,503.0,7254.0,77985.0,19469.0,18.0,83.0,345.0,34.0,0.0,709.0,0.0,0.0,0.0
2020-07-09,1.06,5.78,0.096085409252669,1.1205490247346,486.0,7134.0,78159.0,19483.0,8.0,79.0,180.0,15.0,0.0,710.0,0.0,0.0,0.0
2020-07-10,1.05,5.94,0.0931198102016607,1.13371111763369,471.0,7020.0,78377.0,19508.0,9.0,136.0,221.0,25.0,0.0,859.0,0.0,0.0,0.0
